NomeLoja;EnderecoWeb;Endereco;Cidade;CEP;CNPJ;Horario;GrupoCardapio
Stive Burger'rs;https://www.ifood.com.br/delivery/igarassu-pe/stive-burgerrs-agamenon-magalhaes/967617a2-cc80-47a0-a415-3fa6d27b9811;Rua Violeta, 342 - Agamenon Magalhães;Igarassu - PE;53640-470;41.152.779/0001-48;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 11:00 às 23:00'];"[""stive burger'rs"", 'combo 2.0', 'clone', 'bebidas']"
Na Chapa Lanchonete;https://www.ifood.com.br/delivery/igarassu-pe/na-chapa-lanchonete-agamenon-magalhaes/925cf89e-e91b-4b1d-b4ad-03e4083a7f85;-;-;-;-;['Segunda-feira - 15:00 às 21:00', 'Terça-feira - 15:00 às 21:00', 'Quarta-feira - 15:00 às 21:00', 'Quinta-feira - 15:00 às 21:00', 'Sexta-feira - 15:00 às 22:00', 'Sábado - 17:00 às 22:00', 'Domingo - 17:00 às 22:00'];['hamburguer', 'batata frita', 'combos', 'salgados', 'mini salgados e doces', 'baguete', 'açaí + creme', 'bebidas']
Familia Eurico;https://www.ifood.com.br/delivery/igarassu-pe/familia-eurico-centro/4775e626-1ecc-4061-b13a-a7723627ef40;Avenida Mário Melo, 20 - Centro;Igarassu - PE;53659-899;33.984.508/0001-20;['Segunda-feira - 17:00 às 22:45', 'Terça-feira - 17:00 às 22:45', 'Quarta-feira - 17:00 às 22:45', 'Quinta-feira - 17:00 às 22:45', 'Sexta-feira - 17:00 às 22:45', 'Sábado - 17:00 às 22:45', 'Domingo - 17:00 às 22:45'];['pizzas grandes', 'hamburguer', 'refrigerante', 'sucos']
Nosso Boteco 1;https://www.ifood.com.br/delivery/igarassu-pe/nosso-boteco-1-centro/f64a4eda-bb8c-435e-88f5-cd0fedb61652;Pe 35, 222 - Centro;Igarassu - PE;53610-530;12.784.935/0002-76;['Segunda-feira - Não abre', 'Terça-feira - 09:15 às 22:30', 'Quarta-feira - 09:15 às 22:30', 'Quinta-feira - 09:15 às 22:30', 'Sexta-feira - 09:15 às 22:00', 'Sábado - 09:15 às 22:30', 'Domingo - 09:15 às 22:30'];['destaques', 'almoço', 'refeições', 'cuscuz recheado nosso boteco', 'pratos completos', 'petisco', 'super combos com produtos coca-cola', 'combos promocionais', 'clones de pizzas', 'pizzas', 'sucos', 'bebidas', 'cervejas', 'sobremesas', 'combos triplos']
Coxinha no Pote;https://www.ifood.com.br/delivery/igarassu-pe/coxinha-no-pote-centro/f65136c2-f02e-4a91-904c-a2ef00e9c876;Avenida Mário Melo, 482 - Centro;Igarassu - PE;53610-595;42.068.977/0001-90;['Segunda-feira - 11:00 às 20:45', 'Terça-feira - 11:00 às 20:45', 'Quarta-feira - 11:00 às 20:45', 'Quinta-feira - 11:00 às 20:45', 'Sexta-feira - 11:00 às 20:45', 'Sábado - 11:00 às 20:45', 'Domingo - 11:45 às 19:45'];['mini coxinha', 'mini churros', 'bebidas']
Pizzaria do Cheffe;https://www.ifood.com.br/delivery/igarassu-pe/pizzaria-do-cheffe-centro/141ed7f0-7e53-43ac-86c6-825a09b57ad8;Avenida Mário Melo, 0 - Centro;Igarassu - PE;53610-595;48.099.275/0001-50;['Segunda-feira - 11:00 às 20:45', 'Terça-feira - 11:00 às 20:45', 'Quarta-feira - 11:00 às 20:45', 'Quinta-feira - 11:00 às 20:45', 'Sexta-feira - 11:00 às 20:45', 'Sábado - 11:00 às 20:45', 'Domingo - 11:00 às 20:00'];['pizzas salgadas', 'pizzas doces', 'brotinho', 'bebidas', 'petiscos']
Sr. Burguer - Shopping Igarassu;https://www.ifood.com.br/delivery/igarassu-pe/sr-burguer---shopping-igarassu-centro/8d2679b6-2855-4f1d-8c6d-9ca3e3eb3a48;Av Mario Melo, 0 - Centro;Igarassu - PE;53610-595;30.777.669/0001-55;['Segunda-feira - 11:00 às 21:00', 'Terça-feira - 11:00 às 21:00', 'Quarta-feira - 11:00 às 21:00', 'Quinta-feira - 11:00 às 21:00', 'Sexta-feira - 11:00 às 21:00', 'Sábado - 11:00 às 21:00', 'Domingo - 12:00 às 20:00'];['linha senhor', 'linha senhorzinho', 'milk shake', 'sr. açaí', 'bebidas', 'sr. crispy', 'entradas', 'combos']
Nosso Boteco Igarassu;https://www.ifood.com.br/delivery/igarassu-pe/nosso-boteco-igarassu-centro/3cfdb410-98ed-454a-bfcf-eb54ca1e4850;Avenida Mário Melo, 222 - Centro;Igarassu - PE;53610-595;47.740.090/0001-10;['Segunda-feira - Não abre', 'Terça-feira - 09:15 às 22:30', 'Quarta-feira - 09:15 às 22:30', 'Quinta-feira - 09:15 às 22:30', 'Sexta-feira - 09:15 às 22:30', 'Sábado - 09:15 às 22:30', 'Domingo - 09:15 às 22:30'];['destaques', 'promoções', 'pratos individuais', 'pratos completos', 'petiscos nosso boteco', 'super combos coca-cola', 'clone de pizza', 'pizzas nosso boteco', 'sucos', 'bebidas', 'cervejas', 'sobremesa', 'combo triplos']
La Nave;https://www.ifood.com.br/delivery/igarassu-pe/la-nave-centro/46dba41c-67de-44ca-9f5a-04f030534c17;R. Pedro de Melo Costa, 400 - Centro;Igarassu - PE;53610-593;34.041.115/0001-46;['Segunda-feira - 17:00 às 22:30', 'Terça-feira - 17:00 às 22:30', 'Quarta-feira - 17:00 às 22:30', 'Quinta-feira - 17:00 às 22:30', 'Sexta-feira - 17:00 às 22:30', 'Sábado - 17:00 às 23:00', 'Domingo - 17:00 às 23:00'];['pizzas salgadas', 'pizzas doces', 'bebidas', 'batata la nave', 'esfihas', 'esfihas doces']
Nozomi Temakeria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/nozomi-temakeria-centro/c4239f41-5355-4ed2-a91f-7d99b70b08a7;Rua Santo Amaro, 78 - Centro;Abreu e Lima - PE;52061-080;26.485.572/0001-00;['Segunda-feira - 11:30 às 14:45 - 18:00 às 21:45', 'Terça-feira - 11:00 às 14:45 - 18:00 às 21:45', 'Quarta-feira - 12:15 às 14:45 - 18:15 às 21:45', 'Quinta-feira - 11:00 às 14:45 - 18:00 às 21:45', 'Sexta-feira - 11:00 às 14:45 - 18:00 às 22:45', 'Sábado - 11:00 às 14:45 - 18:00 às 22:45', 'Domingo - 11:00 às 14:45 - 18:00 às 21:45'];['bebidas', 'entradas', 'temakis frios', 'niguiri', 'especiais', 'yakissoba', 'bifum tradicional', 'bifum de camarão', 'temakis quentes', 'magnífico', 'rolls', 'sunomonos', 'ceviche', 'combinados', 'extras', 'sobremesas', 'sashimis']
Requintt Pizzaria;https://www.ifood.com.br/delivery/igarassu-pe/requintt-pizzaria-santo-inacio/98981b2e-0baf-425c-838e-dab335435567;Rua Jose Lacerda Leite, 733 - Santo Inacio;Igarassu - PE;53610-430;40.186.289/0001-08;['Segunda-feira - 18:30 às 22:00', 'Terça-feira - 18:30 às 22:00', 'Quarta-feira - 17:00 às 22:00', 'Quinta-feira - 17:00 às 22:00', 'Sexta-feira - 17:00 às 22:00', 'Sábado - 17:00 às 22:00', 'Domingo - 17:00 às 22:30'];['bebidas', 'pizzas doces', 'pizza salgada (1)']
Neto Bebidas e Variedades - (Cupom R$10,00 Disponível na loja);https://www.ifood.com.br/delivery/abreu-e-lima-pe/neto-bebidas-e-variedades---cupom-r1000-disponivel-na-loja-centro/a2f349b7-9556-4214-8346-7fdb67bdd95e;Rua Capitão José Primo, 257 - Centro;Abreu e Lima - PE;53510-040;29.951.413/0001-33;['Segunda-feira - 13:00 às 23:00', 'Terça-feira - 13:00 às 23:00', 'Quarta-feira - 13:00 às 23:00', 'Quinta-feira - 13:00 às 23:00', 'Sexta-feira - 13:00 às 23:00', 'Sábado - 13:00 às 23:00', 'Domingo - 13:00 às 23:00'];['promoção - r$10 off', 'cervejas', 'refrigerantes']
Rei dos Sabores Abreu e Lima;https://www.ifood.com.br/delivery/abreu-e-lima-pe/rei-dos-sabores-abreu-e-lima-centro/c1fd20d7-3e1c-4514-bba2-7db7a1d25096;Rua Lourival de Albuquerque, 32 - Centro;Abreu e Lima - PE;53525-540;40.887.486/0001-46;['Segunda-feira - 00:00 às 04:00 - 07:00 às 23:59', 'Terça-feira - 06:30 às 23:59', 'Quarta-feira - 06:30 às 23:59', 'Quinta-feira - 06:30 às 23:59', 'Sexta-feira - 06:30 às 23:59', 'Sábado - 06:30 às 23:59', 'Domingo - 06:30 às 23:59'];['destaques', 'entrega gratis no prato + coca cola', 'café da manhã', 'tapioca', 'cuscuz', 'almoço - jantar', 'porção - petiscos', 'sopas - caldos', 'combo - promoção', 'refrigerantes', 'bebidas alcólicas', 'agua de coco']
Marmita - Sabores da Terra - Cupom de R$10;https://www.ifood.com.br/delivery/abreu-e-lima-pe/marmita---sabores-da-terra---cupom-de-r10-centro/bd6754e2-a1c0-4ae8-a032-b30b3baef45e;Rua Lourival de Albuquerque, 32 - Centro;Abreu e Lima - PE;53525-540;48.623.542/0001-47;['Segunda-feira - 00:00 às 04:00 - 07:00 às 23:59', 'Terça-feira - 00:00 às 03:00 - 07:00 às 23:59', 'Quarta-feira - 00:00 às 01:30 - 07:00 às 23:59', 'Quinta-feira - 00:00 às 01:30 - 07:00 às 23:59', 'Sexta-feira - 07:00 às 23:59', 'Sábado - 07:00 às 23:59', 'Domingo - 07:00 às 23:59'];['destaques', 'entrega grátis prato + coca cola', 'combos - promoção', 'café da manhã', 'tapioca', 'cuscuz', 'almoço - jantar', 'sopas - caldos', 'porção - petiscos', 'refrigerantes']
Donna Paty - Abreu e Lima;https://www.ifood.com.br/delivery/abreu-e-lima-pe/donna-paty---abreu-e-lima-centro/d106eb49-a591-4d44-b30a-13caa48343dc;Rua Lourival de Albuquerque, 0 - Centro;Abreu e Lima - PE;53525-540;35.583.651/0001-36;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];"[""hotdog's (1)"", 'hamburgueres (1)', 'salgados', 'bebidas', 'sobremesas', 'combo']"
Mr Mix Milk Shakes - Abreu e Lima;https://www.ifood.com.br/delivery/abreu-e-lima-pe/mr-mix-milk-shakes---abreu-e-lima-centro/738cc394-f134-4b43-b145-1307b88fbb58;Av Duque de Caxias,, 672 - Centro;Abreu e Lima - PE;53510-050;21.330.099/0001-60;['Segunda-feira - 11:30 às 21:15', 'Terça-feira - 11:30 às 21:15', 'Quarta-feira - 11:30 às 21:15', 'Quinta-feira - 11:30 às 21:15', 'Sexta-feira - 11:30 às 21:45', 'Sábado - 11:30 às 21:45', 'Domingo - 13:30 às 21:45'];['combo entrega', 'milk shakes tradicionais', 'milk shakes premium', 'milk shakes especiais', 'açaí', 'sobremesas', 'bebidas', 'adicione extras']
Sarro’s;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sarros-planalto/c3624390-81de-4bfe-b329-e36f56b0589a;1ª Travessa Trinta e Um de Março, 339 - Planalto;Abreu e Lima - PE;53550-796;39.950.355/0001-87;['Segunda-feira - 18:00 às 21:45', 'Terça-feira - 18:00 às 22:00', 'Quarta-feira - 18:00 às 22:00', 'Quinta-feira - 18:00 às 22:00', 'Sexta-feira - 18:00 às 22:00', 'Sábado - 18:00 às 22:00', 'Domingo - 18:00 às 22:00'];['hambúrguer', 'combos', 'batata frita', 'sobremesas', 'bebidas']
Flalu Lanches.;https://www.ifood.com.br/delivery/abreu-e-lima-pe/flalu-lanches-centro/1beee4d3-717a-4815-8cd2-7d583d3465b4;Rua Padre Machado, 339 - Centro;Abreu e Lima - PE;53510-290;48.090.267/0001-43;['Segunda-feira - 00:00 às 03:00 - 17:00 às 23:59', 'Terça-feira - 00:00 às 03:00 - 17:00 às 23:59', 'Quarta-feira - 00:00 às 03:00 - 17:00 às 23:59', 'Quinta-feira - 00:00 às 03:00 - 17:00 às 23:59', 'Sexta-feira - 00:00 às 03:00 - 17:00 às 23:59', 'Sábado - 00:00 às 03:00 - 17:00 às 23:59', 'Domingo - 00:00 às 03:00 - 15:00 às 23:59'];['hambúrguer simples', 'refrigerante']
Zushi;https://www.ifood.com.br/delivery/abreu-e-lima-pe/zushi-centro/bb27436b-f32c-4b93-8613-808165fc9629;Rua Padre José de Anchieta, 36 - Centro;Abreu e Lima - PE;53525-743;36.762.317/0001-02;['Segunda-feira - 18:00 às 22:00', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - 18:00 às 22:00', 'Sexta-feira - 18:00 às 22:00', 'Sábado - 18:00 às 22:00', 'Domingo - 18:00 às 22:00'];['cupom de 10,00', 'promocional', 'temaki philadelfia', 'combinados', 'sushi individual', 'sashimi 5un.', 'especiais 6un.']
Boteco da Donna;https://www.ifood.com.br/delivery/abreu-e-lima-pe/boteco-da-donna-centro/1c36b7e4-c0d7-431b-aadd-392bf84d4aee;Rua Isaac Martins Rodrigues, 70 - Centro;Abreu e Lima - PE;53510-750;45.123.649/0001-38;['Segunda-feira - Não abre', 'Terça-feira - 18:00 às 22:45', 'Quarta-feira - 18:00 às 22:45', 'Quinta-feira - 18:00 às 22:45', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['bebidas', 'doses', 'drinks', 'sucos', 'boteco da donna', 'lanches', 'petiscos', 'donna pizza doce', 'donna pizza tradicional', 'cupom de desconto', 'salgados']
Coxinhas Du Chef;https://www.ifood.com.br/delivery/abreu-e-lima-pe/coxinhas-du-chef-planalto/f8ab56e1-eaab-40d2-960e-b2b9114af904;Rua Marechal Costa e Silva, 235 - Planalto;Abreu e Lima - PE;53550-095;17.350.593/0001-19;['Segunda-feira - 16:00 às 22:00', 'Terça-feira - 16:00 às 22:00', 'Quarta-feira - 16:00 às 22:00', 'Quinta-feira - 16:00 às 22:00', 'Sexta-feira - 16:00 às 22:00', 'Sábado - 16:00 às 22:00', 'Domingo - 16:00 às 22:00'];['coxinhas 150g', 'empada', 'bebidas']
Golias Delivery;https://www.ifood.com.br/delivery/igarassu-pe/golias-delivery-bela-vista/b85d638e-9e99-4b43-8477-3e31b76f1c89;Rua Marrocos, 280 - Bela Vista;Igarassu - PE;53650-370;32.784.081/0001-54;['Segunda-feira - 17:15 às 22:00', 'Terça-feira - Não abre', 'Quarta-feira - 17:15 às 22:00', 'Quinta-feira - 17:15 às 22:00', 'Sexta-feira - 17:15 às 22:00', 'Sábado - 17:15 às 22:00', 'Domingo - 17:15 às 22:00'];['hambúrguer', 'mini salgados', 'açaí e mini churros']
Caminho da Ilha;https://www.ifood.com.br/delivery/igarassu-pe/caminho-da-ilha-centro/889f6b4b-f782-4fd0-b05e-e2d77a8ceb8d;02, 2 - Centro;Igarassu - PE;53610-605;48.717.968/0001-60;['Segunda-feira - 11:00 às 14:30', 'Terça-feira - 10:45 às 14:30 - 16:45 às 22:30', 'Quarta-feira - 10:45 às 14:30 - 16:45 às 22:30', 'Quinta-feira - 10:45 às 14:30 - 16:45 às 22:30', 'Sexta-feira - 10:45 às 14:30 - 16:45 às 22:30', 'Sábado - 10:45 às 14:30 - 16:45 às 22:30', 'Domingo - 10:45 às 14:30 - 16:45 às 22:30'];['use o cupom de desconto restnovoaseg8x', 'pizzas grande', 'almoço ind.', 'carnes', 'petiscos', 'bebidas', 'embalagem']
Ki Tapioca Gourmet;https://www.ifood.com.br/delivery/abreu-e-lima-pe/ki-tapioca-gourmet-centro/260ac7d4-7daa-4da9-96fd-bcc6e7cc3bbe;Avenida Brasil, 115 - Centro;Abreu e Lima - PE;53525-790;46.494.545/0001-00;['Segunda-feira - 08:00 às 21:00', 'Terça-feira - 08:00 às 21:00', 'Quarta-feira - 08:00 às 21:00', 'Quinta-feira - 08:00 às 21:00', 'Sexta-feira - 08:00 às 21:00', 'Sábado - 09:30 às 21:00', 'Domingo - 13:00 às 21:00'];['promoção r$10,00 off', 'combo', 'cuscuz', 'lanches e salgados', 'tapioca salgada', 'tapioca doce', 'sobremesa', 'fatias de bolo', 'bebidas quentes', 'refrigerantes', 'sucos']
Marrom Glacê;https://www.ifood.com.br/delivery/recife-pe/marrom-glace-timbo/f45e0d17-f649-450f-9f11-0bb5937ea98f;R. Pedro Saviano Filho, 109 - Timbó;Recife - PE;53520-240;12.399.116/0002-05;['Segunda-feira - 09:30 às 20:45', 'Terça-feira - 09:30 às 20:45', 'Quarta-feira - 09:30 às 20:45', 'Quinta-feira - 09:30 às 20:45', 'Sexta-feira - 09:30 às 20:45', 'Sábado - 09:30 às 20:45', 'Domingo - 09:30 às 20:45'];['sopas', 'croissant', 'pizza grande', 'bolos', 'fatias de torta', 'salgados', 'mini salgados (25 unidades)', 'mini salgados (10 unidades)', 'doces tradicionais (4 unidades)', 'doces gourmet (4 unidades)', 'sobremesas', 'bebidas']
Pizzaria Italiana & Burgueria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/pizzaria-italiana--burgueria-timbo/c3d20380-6a6c-4328-ab4c-7032f9807d54;Avenida Joaquim Nabuco, 177 - Timbó;Abreu e Lima - PE;53520-180;44.616.012/0001-10;['Segunda-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Terça-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Quarta-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Quinta-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Sexta-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Sábado - 00:00 às 04:00 - 06:00 às 23:59', 'Domingo - 00:00 às 04:00 - 06:00 às 23:59'];['destaques', 'promoções de pizzas', 'pizzas meio a meio com borda catupiry', 'pizza grande tradicional escolha o sabor', 'as mais pedidas!!', 'combo de pizza', 'bebidas geladas', 'bebidas quentes (natural)']
Pizzaria Italiana & Burgueria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/pizzaria-italiana--burgueria-timbo/c4c1ea36-2cea-4a34-80c9-b4a90ddefcbe;Avenida Joaquim Nabuco, 177 - Timbó;Abreu e Lima - PE;53520-180;48.488.843/0001-05;['Segunda-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Terça-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Quarta-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Quinta-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Sexta-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Sábado - 00:00 às 04:00 - 06:00 às 23:59', 'Domingo - 00:00 às 04:00 - 06:00 às 23:59'];['destaques', 'promoções de pizzas', 'pizzas meio a meio com borda catupiry', 'pizza grande tradicional escolha o sabor', 'as mais pedidas!!', 'combo de pizza', 'bebidas geladas', 'bebidas quentes (natural)']
Império dos Salgados;https://www.ifood.com.br/delivery/abreu-e-lima-pe/imperio-dos-salgados-timbo/f145d35f-396a-4be8-a669-31fde259ecf4;Rua Marechal Mascarenhas de Morais, 567 - Timbó;Abreu e Lima - PE;53520-140;29.229.459/0001-43;['Segunda-feira - 14:15 às 21:30', 'Terça-feira - Não abre', 'Quarta-feira - 14:15 às 21:30', 'Quinta-feira - 14:15 às 21:30', 'Sexta-feira - 14:15 às 21:30', 'Sábado - 15:00 às 21:30', 'Domingo - 14:15 às 21:30'];['destaques', 'petiscos sortidos', 'bolinhos de queijo', 'mini coxinhas', 'bolinhos de calabresa', 'risole de carne', 'risoles de pizza', 'bolinhos de charque', 'bebidas', 'combos', 'fatia de torta', '25 unidades mini enroladinho de salsicha', 'canudinhos doces extremamente deliciosos', 'salgados', 'doces']
Sabor Caseiro - Oficial;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sabor-caseiro---oficial-timbo/7ebf1daf-5ea8-402f-a671-80ddbcad2749;Rua Marcílio Dias, 232 - Timbó;Abreu e Lima - PE;53520-120;41.816.223/0001-09;['Segunda-feira - 17:30 às 22:00', 'Terça-feira - 17:30 às 22:00', 'Quarta-feira - 17:00 às 22:00', 'Quinta-feira - 17:15 às 22:00', 'Sexta-feira - 17:30 às 21:45', 'Sábado - 18:00 às 21:45', 'Domingo - 17:30 às 22:00'];['destaques', 'macaxeira magnos', 'promoção imperdível!!!', 'mine macaxeira nordestina', '> mines cuscuz gourmets r$ 9,99 <', 'combo mine cuscuz + mine refri grátis', 'cuscuz recheado', '> cremes de macaxeira os favoritos <', 'combos!!', 'combo casal com refrigerante', 'combo família+ refri 2 litros grátis', 'roleta nordestina', 'mistão nordestino', 'hambúrguer artesanal', 'parmegiana prime', 'macaxeira raiz', 'sucos', 'refrigerantes']
Santos Burguer;https://www.ifood.com.br/delivery/abreu-e-lima-pe/santos-burguer-timbo/6c8faae7-d5bd-4cc4-94cf-84b2b15f777e;Rua Marcílio Dias, 236 - Timbó;Abreu e Lima - PE;53520-120;19.222.716/0001-61;['Segunda-feira - 17:30 às 22:00', 'Terça-feira - 17:30 às 22:00', 'Quarta-feira - 17:30 às 22:00', 'Quinta-feira - 17:15 às 22:00', 'Sexta-feira - 17:15 às 22:00', 'Sábado - 18:00 às 21:45', 'Domingo - 17:30 às 22:00'];['destaques', 'combo barato do dia', 'mais vendidos!', 'hambúrguer artesanal', 'cremes de macaxeira da casa', 'mine cuscuz nordestino', 'onion rings', 'bebidas']
Pizza do Chef;https://www.ifood.com.br/delivery/abreu-e-lima-pe/pizza-do-chef-timbo/19fe6b4c-c19b-4e02-a0bf-326930f87d70;Rua Trinta e Um de Março, 117 - Timbó;Abreu e Lima - PE;53520-580;40.399.531/0001-13;['Segunda-feira - 00:00 às 02:15 - 17:30 às 23:59', 'Terça-feira - 00:00 às 02:15 - 17:30 às 23:59', 'Quarta-feira - 00:00 às 02:15 - 17:30 às 23:59', 'Quinta-feira - 00:00 às 02:15 - 17:30 às 23:59', 'Sexta-feira - 00:00 às 02:15 - 17:30 às 23:59', 'Sábado - 00:00 às 02:15 - 17:30 às 23:59', 'Domingo - 00:00 às 02:15 - 17:30 às 23:59'];['destaques', 'promoção do dia!!! :d', 'combos mais vendidos do chef', '2 pizzas (escolha até dois sabores)', '1 pizza', 'bebidas']
Pequena Flor Sorvetes & Gostosuras;https://www.ifood.com.br/delivery/igarassu-pe/pequena-flor-sorvetes--gostosuras-sitio-dos-marcos/6e520d04-f3c2-4f1c-8fd2-5f5b75f64944;Avenida Mario Melo, 42 - Sitio dos Marcos;Igarassu - PE;53615-065;37.606.211/0001-82;['Segunda-feira - Não abre', 'Terça-feira - 17:30 às 20:45', 'Quarta-feira - 15:00 às 20:45', 'Quinta-feira - 14:15 às 20:45', 'Sexta-feira - 14:00 às 20:45', 'Sábado - 14:00 às 18:00', 'Domingo - Não abre'];['destaques', 'sorvete', 'açaí / cupuaçu', 'milk shake']
D'geleia Gourmet (geladinhos Gourmet );https://www.ifood.com.br/delivery/igarassu-pe/dgeleia-gourmet-geladinhos-gourmet--tabatinga/abae15ff-3f39-455b-88b5-b82156e88f1f;Rua Manoel Rosendo de Lima, 40 - Tabatinga;Igarassu - PE;53605-500;37.061.365/0001-36;['Segunda-feira - 10:30 às 20:00', 'Terça-feira - 10:30 às 20:00', 'Quarta-feira - 10:30 às 20:00', 'Quinta-feira - 10:30 às 20:00', 'Sexta-feira - 10:30 às 20:00', 'Sábado - 10:30 às 21:00', 'Domingo - 10:30 às 21:00'];['geladinhos gourmet']
Cantinho do Açaí;https://www.ifood.com.br/delivery/abreu-e-lima-pe/cantinho-do-acai-caetes-i/230c5e67-c41a-42e0-b81e-f0abde0cd10c;Rua Cento e Três, 25 - Caetés I;Abreu e Lima - PE;53530-735;45.166.379/0001-42;['Segunda-feira - 19:00 às 22:00', 'Terça-feira - 16:00 às 23:00', 'Quarta-feira - 11:15 às 23:59', 'Quinta-feira - 12:00 às 23:59', 'Sexta-feira - 00:00 às 01:45 - 18:00 às 23:59', 'Sábado - 12:00 às 23:59', 'Domingo - 00:00 às 02:30 - 12:00 às 23:59'];['combos', 'açaí', 'guaraná do amazonas', 'salgados', 'sucos']
Cia do Pastel;https://www.ifood.com.br/delivery/paulista-pe/cia-do-pastel-jaguaribe/0f2f95a3-6e13-44ee-811e-0626968a2359;Rua Fazendinha, 83 - Jaguaribe;Paulista - PE;53420-320;40.397.167/0001-52;['Segunda-feira - Não abre', 'Terça-feira - 16:45 às 23:00', 'Quarta-feira - 17:00 às 23:00', 'Quinta-feira - 16:45 às 23:00', 'Sexta-feira - 16:45 às 23:00', 'Sábado - 16:45 às 23:00', 'Domingo - 16:45 às 23:00'];['destaques', '>>> os mais vendidos do ifood <<<', 'monte seu pastel', 'pastéis', 'coxinha', 'empadas', 'promoção', 'pastéis doce', 'batatas fritas', 'polpa natural da fruta', 'refrigerante', 'cerveja']
Manhattan Oriental;https://www.ifood.com.br/delivery/abreu-e-lima-pe/manhattan-oriental-caetes-i/065e1c67-2c42-4649-9bd3-fac37059b0f0;Av.d , 5 - Caetés I;Abreu e Lima - PE;53540-250;22.684.779/0001-44;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - Não abre', 'Quinta-feira - 17:00 às 23:00', 'Sexta-feira - 17:00 às 23:00', 'Sábado - 12:00 às 22:00', 'Domingo - 18:00 às 23:00'];"['entradas quentes', 'macarrão', 'entradas frias', ""dio's especiais (06unid)"", 'temakis', 'makimonos', 'mantas especiais de salmão', 'combinados', 'bebidas']"
Artesanal Fordburger;https://www.ifood.com.br/delivery/igarassu-pe/artesanal-fordburger-vila-rural/26502625-292a-42f5-940e-f13fd43f708e;Rua Professor Bruno Maia, 1005 - Vila Rural;Igarassu - PE;53650-560;40.068.545/0001-54;['Segunda-feira - 18:00 às 22:45', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 17:45 às 23:00', 'Sábado - 17:45 às 23:30', 'Domingo - 17:30 às 23:00'];['box fordburger', 'hambúrgueres artesanais', 'promoção', 'promoções combo', 'combos', 'acompanhamentos', 'molhos adicional', 'bebidas']
Lanche Mania;https://www.ifood.com.br/delivery/paulista-pe/lanche-mania-artur-lundgren-ii/c3979b49-6af7-4b3a-bf1e-a4557f7fcd11;Rua Petrolina, 12 - Artur Lundgren Ii;Paulista - PE;53416-680;37.373.386/0001-97;['Segunda-feira - Não abre', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 00:00 às 02:00 - 07:00 às 23:59', 'Sexta-feira - 00:00 às 02:00 - 07:00 às 23:59', 'Sábado - 00:00 às 02:00 - 07:00 às 23:59', 'Domingo - Não abre'];['-']
Sorvetes Frosty - Caetés;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sorvetes-frosty---caetes-caetes-i/a045f15b-d8ec-4c5b-8d1e-115aab4ed840;Rua Cento e Oitenta E Nove, 6 - Caetés I;Abreu e Lima - PE;53530-474;35.229.640/0027-91;['Segunda-feira - 09:15 às 20:45', 'Terça-feira - 09:15 às 20:45', 'Quarta-feira - 09:15 às 20:45', 'Quinta-feira - 09:15 às 20:45', 'Sexta-feira - 09:15 às 20:45', 'Sábado - 09:15 às 20:45', 'Domingo - 09:15 às 20:45'];['combo feito para você', 'conheça nosso mix!', 'você só encontra na frosty!', 'o gelo do seu drink', 'o bom mesmo é polpa frosty do pé!', 'lançamentos', 'sorvetes - 2 litros', 'sorvetes - 1,5 litros', 'sorvete diet - 1 litro', 'sorvete zero lactose - 1 litro', 'picolés - gold', 'picolés - kids', 'paletas', 'picolés - cremoso', 'picolés - caseiro', 'picolés - especial']
